case_id,status,employer,soc_name,job_title,full_time,wage
363,CERTIFIED-WITHDRAWN,WASHINGTON UNIVERSITY IN ST. LOUIS,"HEALTH SPECIALTIES TEACHERS, POSTSECONDARY",INSTRUCTOR,Y,39820
364,CERTIFIED-WITHDRAWN,"T-MOBILE USA, INC.",ELECTRICAL ENGINEERS,"ENGINEER, RADIO FREQUENCY DEPLOYMENT",Y,71448
365,CERTIFIED-WITHDRAWN,"ORACLE AMERICA, INC.","SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",SOFTWARE DEVELOPER - ARCHITECT,Y,136000
366,CERTIFIED-WITHDRAWN,"CITIBANK, N.A.",FINANCIAL ANALYSTS,"ANALYST, GLOBAL TRANSACTION SERVICES",Y,62566
367,CERTIFIED-WITHDRAWN,HARMONY SCIENCE ACADEMY-ODESSA,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND",TURKISH LANGUAGE TEACHER,Y,35560.08
368,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,63877
369,CERTIFIED-WITHDRAWN,"ORACLE FINANCIAL SERVICES SOFTWARE, INC.","COMPUTER OCCUPATIONS, ALL OTHER*",COMPUTER SYSTEMS ENGINEER (SR. PRINCIPAL CONSULTANT),Y,94950
370,WITHDRAWN,"CONCUR TECHNOLOGIES, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,QUALITY ASSURANCE MANAGER,Y,113901
371,WITHDRAWN,CONOCOPHILLIPS COMPANY,CHEMICAL ENGINEERS,STAFF PROCESS ENGINEER,Y,77804
372,WITHDRAWN,"CITRIX SYSTEMS, INC.",GRAPHIC DESIGNERS,PRODUCT DESIGNER,Y,88878
373,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPMENT ENGINEER,Y,84302
374,CERTIFIED-WITHDRAWN,"CAPITAL IQ, INC. (SUBSIDIARY OF THE MCGRAW-HILL COMPANIES, INC.)","SOFTWARE DEVELOPERS, APPLICATIONS",DATABASE ENGINEER,Y,69451
375,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,76544
376,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPMENT ENGINEER IN TEST,Y,71906
377,CERTIFIED,STATE UNIVERSITY OF NEW YORK - BUFFALO STATE COLLEGE,"ARCHITECTURE TEACHERS, POSTSECONDARY",ASSOCIATE PROFESSOR,Y,46410
378,CERTIFIED-WITHDRAWN,SEQUENOM CENTER FOR MOLECULAR MEDICINE,BIOCHEMISTS AND BIOPHYSICISTS,RESEARCH ASSOCIATE II,Y,51854
379,CERTIFIED-WITHDRAWN,EMORY UNIVERSITY,"BIOLOGICAL SCIENTISTS, ALL OTHER",POSTDOCTORAL FELLOW,Y,37336
380,CERTIFIED-WITHDRAWN,EMORY UNIVERSITY,"BIOLOGICAL SCIENTISTS, ALL OTHER",POSTDOCTORAL RESEARCH FELLOW,Y,37336
381,CERTIFIED-WITHDRAWN,UNIVERSITY OF FLORIDA,BIOLOGICAL TECHNICIANS,POSTDOCTORAL ASSOCIATE,Y,26853
382,CERTIFIED-WITHDRAWN,EMORY UNIVERSITY,BIOCHEMISTS AND BIOPHYSICISTS,POST DOCTORAL FELLOW,Y,38293
383,CERTIFIED-WITHDRAWN,EMORY UNIVERSITY,BIOMEDICAL ENGINEERS,"ASSISTANT PROFESSOR, TENURE TRACK",Y,68058
384,CERTIFIED-WITHDRAWN,EMORY UNIVERSITY,MICROBIOLOGISTS,POST DOCTORAL FELLOW,Y,37149
385,CERTIFIED-WITHDRAWN,"MERCK & CO., INC.",STATISTICIANS,SENIOR RESEARCH STATISTICIAN,Y,87235
386,WITHDRAWN,"CHANGE.ORG, INC.",STATISTICIANS,ANALYTICS ENGINEER,Y,70533
387,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,76378
388,WITHDRAWN,BROADCOM CORPORATION,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","ENGINEER, STAFF II - SYSTEMS DESIGN",Y,87256
389,CERTIFIED,"VMWARE, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",STAFF ENGINEER,Y,134128
390,WITHDRAWN,TETRA PAK,MECHANICAL ENGINEERS,SERVICE ENGINEER- SUPERVISOR,Y,55578
391,WITHDRAWN,UNITED SOFTWARE GROUP INC.,MANAGEMENT ANALYSTS,BUSINESS ANALYST,Y,51709
392,CERTIFIED-WITHDRAWN,VINSYS INFORMATION TECHNOLOGY INC,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",SOFTWARE ENGINEER,Y,67184
393,WITHDRAWN,"JDA SOFTWARE, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPER (SR. SOLUTION ARCHITECT),Y,92394
394,CERTIFIED,CONOCOPHILLIPS COMPANY,GEOLOGICAL AND PETROLEUM TECHNICIANS,GEOLOGIST,Y,48880
395,CERTIFIED-WITHDRAWN,CREDIT SUISSE SECURITIES (USA) LLC,DATABASE ADMINISTRATORS,ASSISTANT VICE PRESIDENT,Y,70096
396,CERTIFIED-WITHDRAWN,"SUNERA TECHNOLOGIES, INC",COMPUTER PROGRAMMERS,PROGRAMMER ANALYST,Y,61901
397,CERTIFIED-WITHDRAWN,SOUTHERN CALIFORNIA EDISON,COMPUTER SYSTEMS ANALYSTS,IT SPECIALIST 3,Y,97427
398,CERTIFIED-WITHDRAWN,JPMORGAN CHASE & CO.,OPERATIONS RESEARCH ANALYSTS,RISK ANALYST AVP,Y,68099
399,WITHDRAWN,BROADCOM CORPORATION,ELECTRICAL ENGINEERS,"ENGINEER, STAFF II - ELECTRONIC DESIGN",Y,93830
400,CERTIFIED-WITHDRAWN,"CITIBANK, N.A.","SOFTWARE DEVELOPERS, APPLICATIONS",APPLICATIONS DEVELOPMENT INTERMEDIATE PROGRAMMER ANALYST,Y,66600
401,CERTIFIED-WITHDRAWN,CHOICE HOTELS INTERNATIONAL,COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST II,Y,71094
402,CERTIFIED-WITHDRAWN,RENSSELAER POLYTECHNIC INSTITUTE,"MECHANICAL ENGINEERS, R&D",COMPUTATIONAL SCIENTIST (MECH. ENG.),Y,51106
403,CERTIFIED-WITHDRAWN,"FSQ, INC",PHYSICAL THERAPISTS,PHYSICAL THERAPIST,Y,58469
404,CERTIFIED-WITHDRAWN,JOHNS HOPKINS UNIVERSITY,STATISTICIANS,RESEARCH DATA ANALYST,Y,52354
405,CERTIFIED-WITHDRAWN,FEDERAL HOME LOAN MORTGAGE CO.,OPERATIONS RESEARCH ANALYSTS,MODEL VALIDATION SENIOR,Y,59738
406,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPMENT ENGINEER IN TEST,Y,71906
407,CERTIFIED-WITHDRAWN,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,BIOCHEMISTS AND BIOPHYSICISTS,RESEARCH SCIENTIST,Y,38293
408,WITHDRAWN,"INTERCONTINENTALEXCHANGE, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",WEBICE DEVELOPER,Y,76232
409,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,67413
410,WITHDRAWN,"BROKEN HILL PROPRIETARY (USA), INC.","GEOSCIENTISTS, EXCEPT HYDROLOGISTS AND GEOGRAPHERS",PETROPHYSICIST,Y,89569
411,CERTIFIED-WITHDRAWN,ORIAN ENGINEERS INCORPORATED,COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYSTS,Y,61963
412,CERTIFIED-WITHDRAWN,CINCINNATI CHILDREN'S HOSPITAL MEDICAL CENTER,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS",RESEARCH FELLOW,Y,38522
413,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,63294
414,CERTIFIED-WITHDRAWN,BARCLAYS CAPITAL INC.,FINANCIAL MANAGERS,"DIRECTOR, GLOBAL TRADING/FICC MANAGEMENT",Y,131248
415,WITHDRAWN,INTEL CORPORATION,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",SOFTWARE ENGINEER,Y,73271
416,CERTIFIED-WITHDRAWN,"MOTOROLA SOLUTIONS, INC.",PURCHASING MANAGERS,MANAGER PROCUREMENT,Y,106572
417,CERTIFIED-WITHDRAWN,PERRIGO RESEARCH AND DEVELOPMENT,BIOCHEMISTS AND BIOPHYSICISTS,REGULATORY AFFAIRS PROJECT MANAGER,Y,54184
418,CERTIFIED-WITHDRAWN,CORNING INCORPORATED,MARKET RESEARCH ANALYSTS AND MARKETING,SENIOR STRATEGY ANALYST,Y,77771
419,CERTIFIED-WITHDRAWN,JPMORGAN CHASE &AMP; CO.,"SOFTWARE DEVELOPERS, APPLICATIONS",AMS APPLICATIONS/SERVICES INFRASTRUCTURE DEVELOPER,Y,89378
420,CERTIFIED-WITHDRAWN,"NOMURA SECURITIES INTERNATIONAL, INC.",FINANCIAL ANALYSTS,ANALYST RESEARCH,Y,62566
421,WITHDRAWN,"DIESTE, INC.",ART DIRECTORS,SENIOR ART DIRECTOR,Y,68453
422,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER SYSTEMS ANALYSTS,BUSINESS ANALYST,Y,74422
423,CERTIFIED-WITHDRAWN,"ECOM ATLANTIC, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",SYSTEM ARCHITECT,Y,108722
424,CERTIFIED-WITHDRAWN,UNIVERSITY OF MICHIGAN,BIOCHEMISTS AND BIOPHYSICISTS,POSTDOCTORAL RESEARCH FELLOW,Y,38293
425,CERTIFIED-WITHDRAWN,"TIDALTV, INC.",COMPUTER AND INFORMATION RESEARCH SCIENTISTS,ASSOCIATE SCIENTIST,Y,85862
426,CERTIFIED-WITHDRAWN,IBM CORPORATION,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",ASSOCIATE PARTNER,Y,76918
427,WITHDRAWN,"WAL-MART ASSOCIATES, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",SENIOR SECURITY ENGINEER,Y,107099
428,CERTIFIED-WITHDRAWN,"DDB WORLDWIDE COMMUNICATIONS GROUP, INC.",ADVERTISING AND PROMOTIONS MANAGERS,"ACCOUNT SUPERVISOR, DIGITAL ELECTROLUX",Y,74927
429,CERTIFIED-WITHDRAWN,INTEGRAL DEVELOPMENT CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE ENGINEER,Y,99653
430,CERTIFIED-WITHDRAWN,INTEGRAL DEVELOPMENT CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE ENGINEER,Y,99653
431,CERTIFIED-WITHDRAWN,"CAPITAL IQ, INC. (SUBSIDIARY OF THE MCGRAW-HILL COMPANIES, INC.)",OPERATIONS RESEARCH ANALYSTS,BUSINESS ANALYST,Y,56950
432,CERTIFIED-WITHDRAWN,TRIARCO INDUSTRIES,CHEMISTS,PRODUCT DEVELOPMENT FORMULATOR,Y,55328
433,CERTIFIED-WITHDRAWN,"CITIBANK, N.A.",COMPUTER SYSTEMS ANALYSTS,PROJECT MANAGER,Y,68536
434,CERTIFIED-WITHDRAWN,BARCLAYS CAPITAL INC.,FINANCIAL ANALYSTS,"AVP, GLOBAL RESEARCH, INDEX PORTFOLIO AND RISK SOLUTIONS",Y,113859
435,CERTIFIED-WITHDRAWN,TINY PLANET INC,COMPUTER PROGRAMMERS,PROGRAMMER ANALYST,Y,38536
436,CERTIFIED-WITHDRAWN,MICHIGAN STATE UNIVERSITY,"PHYSICS TEACHERS, POSTSECONDARY",PROFESSOR,Y,67390
437,CERTIFIED-WITHDRAWN,IBM CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",MANAGING CONSULTANT,Y,57179
438,CERTIFIED-WITHDRAWN,DELL SERVICES ENGINEERING SOLUTIONS CORP.,COMPUTER SYSTEMS ANALYSTS,SOFTWARE DEVELOPMENT ADVISOR,Y,76981
439,CERTIFIED-WITHDRAWN,BILL & MELINDA GATES FOUNDATION,NATURAL SCIENCES MANAGERS,"PROGRAM OFFICER, AGRICULTURAL DEVELOPMENT",Y,89274
440,CERTIFIED-WITHDRAWN,THE J. DAVID GLADSTONE INSTITUTES,"LIFE SCIENTISTS, ALL OTHER",POSTDOCTORAL FELLOW,Y,52541
441,WITHDRAWN,"HORTONWORKS, INC.",TECHNICAL WRITERS,TECHNICAL WRITER (TECHNICAL DOCUMENTATION WRITER),Y,57800
442,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,67101
443,CERTIFIED-WITHDRAWN,"KELLY SERVICES, INC.",DATABASE ADMINISTRATORS,DATABASE PROGRAMMER 2.1,Y,83054.4
444,CERTIFIED,"VMWARE, INC.",COMPUTER SYSTEMS ANALYSTS,"SENIOR BUSINESS PROCESS MANAGER, MDM",Y,103857
445,CERTIFIED-WITHDRAWN,CCH INCORPORATED,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE ENGINEER III,Y,85738
446,CERTIFIED-WITHDRAWN,ORIAN ENGINEERS INCORPORATED,COMPUTER SYSTEMS ANALYSTS,PRGRAMMER ANALYSTS,Y,61963
447,WITHDRAWN,"SUPERVALU, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",SENIOR IT ARCHITECT,Y,102461
448,CERTIFIED-WITHDRAWN,ORIAN ENGINEERS INCORPORATED,COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYSTS,Y,61963
449,CERTIFIED-WITHDRAWN,"HDR ENGINEERING, INC.",CIVIL ENGINEERS,WATER/WASTEWATER ENGINEER IN TRAINING,Y,56679
450,CERTIFIED,"NICIRA, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",SENIOR MEMBER OF TECHNICAL STAFF - SOFTWARE ENGINEERING,Y,115310
451,CERTIFIED,"VMWARE, INC.","COMPUTER OCCUPATIONS, ALL OTHER",SENIOR BUSINESS INTELLIGENCE ANALYST,Y,111025
452,CERTIFIED-WITHDRAWN,"DUOLINGO, INC.",ART DIRECTORS,LEAD DESIGNER,Y,55141
453,CERTIFIED-WITHDRAWN,ORIAN ENGINEERS INCORPORATED,COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYSTS,Y,48589
454,WITHDRAWN,INTEL CORPORATION,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",SOFTWARE ENGINEER,Y,100110
455,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,76544
456,CERTIFIED-WITHDRAWN,"STRATEGIC STAFFING SOLUTIONS, L.C.",COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST,Y,48131.2
457,CERTIFIED,"VMWARE, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",STAFF ENGINEER,Y,128773
458,WITHDRAWN,"AVM, L.P.","SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",QUANTITATIVE PROGRAMMER,Y,82514
459,WITHDRAWN,"CUMMINS FILTRATION, INC.",MECHANICAL ENGINEERS,MANUFACTURING ENGINEER,Y,43077
460,WITHDRAWN,CONOCOPHILLIPS COMPANY,FINANCIAL ANALYSTS,SENIOR PLANNER/SCHEDULER,Y,92290
461,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,62130
462,CERTIFIED-WITHDRAWN,SVB FINANCIAL GROUP,FINANCIAL ANALYSTS,FINANCIAL ANALYST (ASSOCIATE II),Y,65603
463,CERTIFIED-WITHDRAWN,"CLINICAS DEL CAMINO REAL, INC.",HEALTHCARE SOCIAL WORKERS,ASSOCIATE CLINICAL SOCIAL WORKER,Y,46530
464,WITHDRAWN,TIBCO SOFTWARE INC.,COMPUTER SYSTEMS ANALYSTS,SOFTWARE ENGINEER (SENIOR CONSULTANT),Y,79102
465,CERTIFIED-WITHDRAWN,UNIVERSITY OF ALASKA,"LIFE, PHYSICAL, AND SOCIAL SCIENCE TECHNICIANS,",RESEARCH PROFESSIONAL,Y,43555
466,CERTIFIED-WITHDRAWN,"JAMCO AMERICA, INC.",MECHANICAL ENGINEERS,MECHANICAL ENGINEER,Y,76586
467,WITHDRAWN,CUMMINS INC.,OPERATIONS RESEARCH ANALYSTS,TREASURY ANALYST,Y,44658
468,CERTIFIED-WITHDRAWN,UNIVERSITY OF VIRGINIA,BIOCHEMISTS,RESEARCH ASSOCIATE,Y,38293
469,CERTIFIED-WITHDRAWN,PFIZER INC,BIOCHEMISTS AND BIOPHYSICISTS,SENIOR SCIENTIST,Y,92955
470,CERTIFIED-WITHDRAWN,"AMERICAN INSITUTUTE OF MEDICAL SCIENCES, LLC","HEALTH SPECIALTIES TEACHERS, POSTSECONDARY",HEALTH SPECIALTY INSTRUCTOR,N,43430.4
471,CERTIFIED-WITHDRAWN,"ENTERPRISE HOLDINGS, INC.","SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",SENIOR SYSTEMS ENGINEER,Y,100360
472,WITHDRAWN,UNIVERSITY OF DELAWARE,CHEMICAL ENGINEERS,POSTDOCTORAL RESEARCHER,Y,60819
473,CERTIFIED-WITHDRAWN,THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,"MATHEMATICAL SCIENCE TEACHERS, POSTSECONDARY",ASSISTANT PROFESSOR,Y,44730
474,CERTIFIED-WITHDRAWN,IBM CORPORATION,MANAGEMENT ANALYSTS,SENIOR CONSULTANT,Y,58531
475,WITHDRAWN,"EXELIXIS, INC.",COMPUTER SYSTEMS ANALYSTS,SENIOR STATISTICAL PROGRAMMER I,Y,92290
476,WITHDRAWN,"LABINAL, INC.",MECHANICAL ENGINEERS,WIRE INSTALLATION DESIGNER,Y,57566
477,CERTIFIED-WITHDRAWN,UNIVERSITY OF ILLINOIS,GEOGRAPHERS,POSTDOCTORAL RESEARCH ASSOCIATE,Y,42785.6
478,CERTIFIED-WITHDRAWN,THE OHIO STATE UNIVERSITY,FOOD SCIENTISTS AND TECHNOLOGISTS,POST DOCTORAL RESEARCHER,Y,36046
479,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPMENT ENGINEER IN TEST,Y,71906
480,CERTIFIED-WITHDRAWN,INTERNATIONAL FRANCHISE ASSOCIATION,"INFORMATION SECURITY ANALYSTS, WEB DEVELOPERS, AND",WEB DEVELOPER,Y,58900
481,CERTIFIED-WITHDRAWN,"GEMALTO, INC.",COMPUTER SYSTEMS ANALYSTS,OPERATIONS ENGINEER,Y,53061
482,CERTIFIED-WITHDRAWN,JPMORGAN CHASE & CO.,COMPUTER SYSTEMS ANALYSTS,AVP APPLICATIONS DEVELOPER,Y,94162
483,CERTIFIED-WITHDRAWN,THE UNIVERSITY OF GEORGIA,"BIOLOGICAL SCIENTISTS, ALL OTHER",POST-DOCTORAL RESEARCH ASSOCIATE,Y,37336
484,CERTIFIED-WITHDRAWN,SRS CONSULTING INC.,COMPUTER PROGRAMMERS,PROGRAMMER ANALYST,Y,54912
485,CERTIFIED-WITHDRAWN,"SMARTPLAY, INC.","ELECTRONICS ENGINEERS, EXCEPT COMPUTER",ASIC DESIGN VERIFICATION ENGINEER,Y,76128
486,CERTIFIED-WITHDRAWN,ROBERT BOSCH LLC,MECHANICAL ENGINEERS,CONSULTANT- ENGINEERING,Y,87797
487,CERTIFIED-WITHDRAWN,"UDEMY, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",SENIOR SOFTWARE ENGINEER,Y,76918
488,CERTIFIED-WITHDRAWN,"GROUPON, INC.",COMPUTER SYSTEMS ANALYSTS,MEMBER OF TECHNICAL STAFF,Y,90022
489,CERTIFIED-WITHDRAWN,"ORACLE AMERICA, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE ENGINEER (APPLICATIONS DEVELOPER 3),Y,87100
490,WITHDRAWN,"DANIEL J. EDELMAN, INC.",PUBLIC RELATIONS SPECIALISTS,SENIOR ACCOUNT EXECUTIVE,Y,43035
491,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,67413
492,CERTIFIED-WITHDRAWN,"SDLC MANAGEMENT, INC.",COMPUTER SYSTEMS ANALYSTS,COMPUTER SYSTEMS ANALYST,Y,50398
493,CERTIFIED-WITHDRAWN,THE UNIVERSITY OF CHICAGO,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS",POSTDOCTORAL SCHOLAR,Y,38522
494,CERTIFIED-WITHDRAWN,UNIVERSITY OF COLORADO,BIOLOGICAL TECHNICIANS,SENIOR PROFESSIONAL RESEARCH ASSISTANT,Y,34757
495,CERTIFIED-WITHDRAWN,BRIGHAM AND WOMEN'S HOSPITAL,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS",RESEARCH FELLOW,Y,46342
496,CERTIFIED-WITHDRAWN,COLUMBIA UNIVERSITY,"LIFE SCIENTISTS, ALL OTHER",POSTDOCTORAL RESEARCH SCIENTIST,Y,35308
497,CERTIFIED-WITHDRAWN,"MANNING & NAPIER ADVISORS, LLC",FINANCIAL ANALYSTS,ANALYST,Y,66082
498,CERTIFIED-WITHDRAWN,ORIAN ENGINEERS INCORPORATED,COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYSTS,Y,61963
499,WITHDRAWN,VERIZON DATA SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,SYSTEM CONSULTANT (SYSTEM ENGINEER),Y,67122
500,WITHDRAWN,INTEL CORPORATION,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER",TEST R&D ENGINEER,Y,71641
501,CERTIFIED-WITHDRAWN,JPMORGAN CHASE & CO.,"SOFTWARE DEVELOPERS, APPLICATIONS",APPLICATION SUPPORT SPECIALIST,Y,69451
502,CERTIFIED-WITHDRAWN,THE FLORIDA STATE UNIVERSITY,"BIOLOGICAL SCIENTISTS, ALL OTHER",POSTDOCTORAL RESEARCH ASSOCIATE,Y,32968
503,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPMENT ENGINEER IN TEST,Y,71906
504,CERTIFIED-WITHDRAWN,TINY PLANET INC,COMPUTER PROGRAMMERS,PROGRAMMER ANALYST,Y,38536
505,CERTIFIED-WITHDRAWN,TINY PLANET INC,COMPUTER PROGRAMMERS,PROGRAMMER ANALYST,Y,38536
506,CERTIFIED-WITHDRAWN,TINY PLANET INC,COMPUTER PROGRAMMERS,PROGRAMMER ANALYST,Y,38536
507,CERTIFIED-WITHDRAWN,TINY PLANET INC,COMPUTER PROGRAMMERS,PROGRAMMER ANALYST,Y,38536
508,CERTIFIED-WITHDRAWN,UNIVERSITY OF CENTRAL FLORIDA,"BUSINESS TEACHERS, POSTSECONDARY",ASSISTANT PROFESSOR,Y,49050
509,CERTIFIED-WITHDRAWN,TINY PLANET INC,COMPUTER PROGRAMMERS,PROGRAMMER ANALYST,Y,38536
510,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,67101
511,CERTIFIED-WITHDRAWN,UNIVERSITY OF ILLINOIS,VETERINARIANS,VETERINARY RESIDENT,Y,29657
512,CERTIFIED-WITHDRAWN,TINY PLANET INC,COMPUTER PROGRAMMERS,PROGRAMMER ANALYST,Y,38536
513,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPMENT ENGINEER IN TEST,Y,71906
514,CERTIFIED-WITHDRAWN,CHRYSLER GROUP LLC,MECHANICAL ENGINEERS,TEST SCHEDULE DEVELOPMENT ENGINEER,Y,77771
515,CERTIFIED-WITHDRAWN,THE ADMINISTRATORS OF THE TULANE ENDOWMENT FUND,MEDICAL AND CLINICAL LABORATORY TECHNICIANS,MEDICAL RESEARCH SPECIALIST,Y,41621
516,CERTIFIED-WITHDRAWN,HALVIK CORPORATION,COMPUTER SYSTEMS ANALYSTS,SENIOR SOFTWARE ENGINEER,Y,97053
517,CERTIFIED-WITHDRAWN,JACOBS ENGINEERING GROUP INC.,ELECTRICAL ENGINEERS,CONTROL SYSTEMS ENGINEER 4,Y,87630
518,CERTIFIED-WITHDRAWN,EMORY UNIVERSITY,MICROBIOLOGISTS,RESEARCH ASSOCIATE,Y,45594
519,CERTIFIED-WITHDRAWN,BARCLAYS SERVICES CORP.,"SOFTWARE DEVELOPERS, APPLICATIONS","ASSISTANT VICE PRESIDENT, GLOBAL TECHNOLOGY",Y,117707
520,CERTIFIED-WITHDRAWN,HALVIK CORPORATION,COMPUTER PROGRAMMERS,SENIOR TEST ENGINEER,Y,54080
521,CERTIFIED-WITHDRAWN,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,BIOCHEMISTS AND BIOPHYSICISTS,RESEARCH ASSOCIATE,Y,34237
522,CERTIFIED,"HAYSTACK TV, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE ENGINEER,Y,94162
523,CERTIFIED-WITHDRAWN,"VIRTUALXL, INC.",COMPUTER SYSTEMS ANALYSTS,COMPUTER SYSTEMS ANALYST,Y,58302
524,CERTIFIED,"VMWARE, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",SENIOR APPLICATIONS DEVELOPER,Y,115310
525,CERTIFIED,KIP INFORMATION TECHNOLOGIES INC,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPER,Y,64376
526,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPMENT ENGINEER IN TEST,Y,84302
527,CERTIFIED-WITHDRAWN,WINDYCITY TECHNOLOGIES INC,COMPUTER PROGRAMMERS,PROGRAMMER ANALYST,Y,61630
528,CERTIFIED-WITHDRAWN,UNITED METHODIST HOMES & SERVICES,PHYSICAL THERAPISTS,PHYSICAL THERAPIST,Y,55286.4
529,WITHDRAWN,VAN ANDEL RESEARCH INSTITUTE,"BIOLOGICAL SCIENTISTS, ALL OTHER",RESEARCH SCIENTIST,Y,52562
530,CERTIFIED,KIP INFORMATION TECHNOLOGIES INC,COMPUTER PROGRAMMERS,PROGRAMMER ANALYST,Y,94494
531,CERTIFIED-WITHDRAWN,"COMPUTER AID, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",INFORMATICA DEVELOPER,Y,71282
532,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,67413
533,CERTIFIED-WITHDRAWN,MARSHALL UNIVERSITY,"ECONOMICS TEACHERS, POSTSECONDARY",ASSISTANT PROFESSOR,Y,50360
534,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,67413
535,WITHDRAWN,"AGR SUBSEA, INC",MECHANICAL ENGINEERS,FIELD ENGINEER,Y,57200
536,CERTIFIED-WITHDRAWN,TEXAS TECH UNIVERSITY,"HEALTH SPECIALTIES TEACHERS, POSTSECONDARY",ASSISTANT PROFESSOR,Y,23950
